gene,disease,diseaseId
RAB8A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB8A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB8A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB8A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB8A,pituitary-dependent Cushing's disease,EFO_1001110
RAB8A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB8A,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB8A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB8A,ureter urothelial carcinoma,EFO_1001973
RAB8A,adult glioblastoma,MONDO_0020690
RAB8A,upper aerodigestive tract neoplasm,EFO_0004284
RAB8A,Fallopian Tube Carcinosarcoma,EFO_1000252
RAB8A,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB26,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB26,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB26,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB26,adult glioblastoma,MONDO_0020690
RAB26,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB26,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB26,small intestine lymphoma,MONDO_0001852
RAB26,childhood acute myeloid leukemia,EFO_0000330
RAB26,refractory hairy cell leukemia,MONDO_0004110
RAB26,upper aerodigestive tract neoplasm,EFO_0004284
RAB26,core binding factor acute myeloid leukemia,EFO_1002001
RAB26,adult hepatocellular carcinoma,MONDO_0016216
RAB26,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB26,urethra cancer,MONDO_0004192
RAB26,acute myeloblastic leukemia with maturation,EFO_0003028
RAB26,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB26,chronic renal failure syndrome,MONDO_0024327
RAB26,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB26,lethal midline granuloma,EFO_1001013
RAB26,adult B acute lymphoblastic leukemia,EFO_1001935
RAB26,refractory malignant neoplasm,MONDO_0036501
RAB26,adult acute lymphoblastic leukemia,MONDO_0003541
RAB26,grade II glioma,MONDO_0021639
RAB26,adult T acute lymphoblastic leukemia,EFO_1001936
RAB26,biliary tract neoplasm,EFO_0003891
RAB26,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB26,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB26,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB26,pituitary-dependent Cushing's disease,EFO_1001110
RAB26,fallopian tube cancer,MONDO_0002158
RAB39A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB39A,childhood acute myeloid leukemia,EFO_0000330
RAB39A,core binding factor acute myeloid leukemia,EFO_1002001
RAB39A,upper aerodigestive tract neoplasm,EFO_0004284
RAB39A,pituitary-dependent Cushing's disease,EFO_1001110
RAB39A,adult hepatocellular carcinoma,MONDO_0016216
RAB39A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB39A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB39A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB39A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB39A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB39A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB39A,chronic renal failure syndrome,MONDO_0024327
RAB39A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB39A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB39A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB39A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB39A,refractory hairy cell leukemia,MONDO_0004110
RAB39A,small intestine lymphoma,MONDO_0001852
RAB39A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB39A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB39A,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB39A,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB39A,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB39A,refractory malignant neoplasm,MONDO_0036501
RAB39A,grade II glioma,MONDO_0021639
RAB39A,adult glioblastoma,MONDO_0020690
RAB39A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB39A,lethal midline granuloma,EFO_1001013
RAB39A,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB11A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB11A,pituitary-dependent Cushing's disease,EFO_1001110
RAB11A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB11A,grade II glioma,MONDO_0021639
RAB11A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB11A,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB11A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB11A,verrucous carcinoma of oral cavity,MONDO_0021538
RAB11A,adult glioblastoma,MONDO_0020690
RAB11A,childhood acute myeloid leukemia,EFO_0000330
RAB11A,core binding factor acute myeloid leukemia,EFO_1002001
RAB11A,ureter urothelial carcinoma,EFO_1001973
RAB11A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB11A,upper aerodigestive tract neoplasm,EFO_0004284
RAB11A,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB11A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB11A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB11A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB11A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB11A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB11A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB11A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB11A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB11A,adult hepatocellular carcinoma,MONDO_0016216
RAB11A,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB11A,biliary tract neoplasm,EFO_0003891
RAB11A,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB11A,chronic renal failure syndrome,MONDO_0024327
RAB11A,refractory malignant neoplasm,MONDO_0036501
RAB11A,refractory hairy cell leukemia,MONDO_0004110
RAB23,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB23,grade II glioma,MONDO_0021639
RAB23,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB23,Penile Fibromatosis,EFO_1000466
RAB23,refractory hairy cell leukemia,MONDO_0004110
RAB23,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB23,acute myeloblastic leukemia with maturation,EFO_0003028
RAB23,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB23,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB23,chronic renal failure syndrome,MONDO_0024327
RAB23,adult hepatocellular carcinoma,MONDO_0016216
RAB23,lethal midline granuloma,EFO_1001013
RAB23,adult B acute lymphoblastic leukemia,EFO_1001935
RAB23,upper aerodigestive tract neoplasm,EFO_0004284
RAB23,adult acute lymphoblastic leukemia,MONDO_0003541
RAB23,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB23,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB23,urethra cancer,MONDO_0004192
RAB23,adult T acute lymphoblastic leukemia,EFO_1001936
RAB23,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB23,refractory malignant neoplasm,MONDO_0036501
RAB23,core binding factor acute myeloid leukemia,EFO_1002001
RAB23,adult glioblastoma,MONDO_0020690
RAB23,adult oligodendroglioma,MONDO_0002543
RAB23,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB23,childhood acute myeloid leukemia,EFO_0000330
RAB23,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB23,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB23,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB23,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB14,adult hepatocellular carcinoma,MONDO_0016216
RAB14,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB14,adult acute lymphoblastic leukemia,MONDO_0003541
RAB14,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB14,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB14,core binding factor acute myeloid leukemia,EFO_1002001
RAB14,adult B acute lymphoblastic leukemia,EFO_1001935
RAB14,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB14,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB14,acute myeloblastic leukemia with maturation,EFO_0003028
RAB14,childhood acute myeloid leukemia,EFO_0000330
RAB14,refractory hairy cell leukemia,MONDO_0004110
RAB14,upper aerodigestive tract neoplasm,EFO_0004284
RAB14,adult oligodendroglioma,MONDO_0002543
RAB14,adult T acute lymphoblastic leukemia,EFO_1001936
RAB14,pituitary-dependent Cushing's disease,EFO_1001110
RAB14,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB14,biliary tract neoplasm,EFO_0003891
RAB14,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB14,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB14,urethra cancer,MONDO_0004192
RAB14,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB14,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB14,adult glioblastoma,MONDO_0020690
RAB14,grade II glioma,MONDO_0021639
RAB14,fallopian tube cancer,MONDO_0002158
RAB14,refractory malignant neoplasm,MONDO_0036501
RAB14,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB14,verrucous carcinoma of oral cavity,MONDO_0021538
RAB14,small intestine lymphoma,MONDO_0001852
RAB2B,adult hepatocellular carcinoma,MONDO_0016216
RAB2B,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB2B,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB2B,adult B acute lymphoblastic leukemia,EFO_1001935
RAB2B,adult acute lymphoblastic leukemia,MONDO_0003541
RAB2B,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB2B,core binding factor acute myeloid leukemia,EFO_1002001
RAB2B,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB2B,adult glioblastoma,MONDO_0020690
RAB2B,small intestine lymphoma,MONDO_0001852
RAB2B,upper aerodigestive tract neoplasm,EFO_0004284
RAB2B,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB2B,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB2B,adult T acute lymphoblastic leukemia,EFO_1001936
RAB2B,grade II glioma,MONDO_0021639
RAB2B,acute myeloblastic leukemia with maturation,EFO_0003028
RAB2B,refractory malignant neoplasm,MONDO_0036501
RAB2B,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB2B,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB2B,urethra cancer,MONDO_0004192
RAB2B,refractory hairy cell leukemia,MONDO_0004110
RAB2B,childhood acute myeloid leukemia,EFO_0000330
RAB2B,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB2B,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB2B,lethal midline granuloma,EFO_1001013
RAB2B,pituitary-dependent Cushing's disease,EFO_1001110
RAB2B,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB2B,adult oligodendroglioma,MONDO_0002543
RAB2B,fallopian tube cancer,MONDO_0002158
RAB2B,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB41,core binding factor acute myeloid leukemia,EFO_1002001
RAB41,grade II glioma,MONDO_0021639
RAB41,childhood acute myeloid leukemia,EFO_0000330
RAB41,refractory malignant neoplasm,MONDO_0036501
RAB41,upper aerodigestive tract neoplasm,EFO_0004284
RAB41,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB41,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB41,adult acute lymphoblastic leukemia,MONDO_0003541
RAB41,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB41,refractory hairy cell leukemia,MONDO_0004110
RAB41,adult glioblastoma,MONDO_0020690
RAB41,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB41,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB41,adult hepatocellular carcinoma,MONDO_0016216
RAB41,adult B acute lymphoblastic leukemia,EFO_1001935
RAB41,adult T acute lymphoblastic leukemia,EFO_1001936
RAB41,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB41,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB41,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB41,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB41,acute myeloblastic leukemia with maturation,EFO_0003028
RAB41,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB41,lethal midline granuloma,EFO_1001013
RAB41,biliary tract neoplasm,EFO_0003891
RAB41,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB41,adult oligodendroglioma,MONDO_0002543
RAB41,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB41,chronic renal failure syndrome,MONDO_0024327
RAB41,pituitary-dependent Cushing's disease,EFO_1001110
RAB41,urethra cancer,MONDO_0004192
RAB31,acute myeloblastic leukemia with maturation,EFO_0003028
RAB31,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB31,core binding factor acute myeloid leukemia,EFO_1002001
RAB31,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB31,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB31,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB31,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB31,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB31,adult hepatocellular carcinoma,MONDO_0016216
RAB31,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB31,adult acute lymphoblastic leukemia,MONDO_0003541
RAB31,adult B acute lymphoblastic leukemia,EFO_1001935
RAB31,childhood acute myeloid leukemia,EFO_0000330
RAB31,urethra cancer,MONDO_0004192
RAB31,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB31,adult T acute lymphoblastic leukemia,EFO_1001936
RAB31,upper aerodigestive tract neoplasm,EFO_0004284
RAB31,pituitary-dependent Cushing's disease,EFO_1001110
RAB31,refractory hairy cell leukemia,MONDO_0004110
RAB31,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB31,adult glioblastoma,MONDO_0020690
RAB31,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB31,biliary tract neoplasm,EFO_0003891
RAB31,grade II glioma,MONDO_0021639
RAB31,lethal midline granuloma,EFO_1001013
RAB31,refractory malignant neoplasm,MONDO_0036501
RAB31,ureter urothelial carcinoma,EFO_1001973
RAB31,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB31,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB31,small intestine lymphoma,MONDO_0001852
RAB43,childhood acute myeloid leukemia,EFO_0000330
RAB43,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB43,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB43,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB43,adult acute lymphoblastic leukemia,MONDO_0003541
RAB43,adult B acute lymphoblastic leukemia,EFO_1001935
RAB43,adult T acute lymphoblastic leukemia,EFO_1001936
RAB43,adult hepatocellular carcinoma,MONDO_0016216
RAB43,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB43,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB43,core binding factor acute myeloid leukemia,EFO_1002001
RAB43,acute myeloblastic leukemia with maturation,EFO_0003028
RAB43,upper aerodigestive tract neoplasm,EFO_0004284
RAB43,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB43,refractory hairy cell leukemia,MONDO_0004110
RAB43,urethra cancer,MONDO_0004192
RAB43,small intestine lymphoma,MONDO_0001852
RAB43,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB43,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB43,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB43,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB43,adult glioblastoma,MONDO_0020690
RAB43,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB43,Malignant Ovarian Brenner Tumor,EFO_1000357
RAB43,lethal midline granuloma,EFO_1001013
RAB43,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB43,refractory malignant neoplasm,MONDO_0036501
RAB43,fallopian tube cancer,MONDO_0002158
RAB43,biliary tract neoplasm,EFO_0003891
RAB43,chronic renal failure syndrome,MONDO_0024327
RAB36,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB36,adult hepatocellular carcinoma,MONDO_0016216
RAB36,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB36,biliary tract neoplasm,EFO_0003891
RAB36,refractory hairy cell leukemia,MONDO_0004110
RAB36,upper aerodigestive tract neoplasm,EFO_0004284
RAB36,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB36,acute myeloblastic leukemia with maturation,EFO_0003028
RAB36,small intestine lymphoma,MONDO_0001852
RAB36,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB36,adult acute lymphoblastic leukemia,MONDO_0003541
RAB36,childhood acute myeloid leukemia,EFO_0000330
RAB36,adult B acute lymphoblastic leukemia,EFO_1001935
RAB36,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB36,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB36,adult T acute lymphoblastic leukemia,EFO_1001936
RAB36,adult glioblastoma,MONDO_0020690
RAB36,core binding factor acute myeloid leukemia,EFO_1002001
RAB36,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB36,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB36,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB36,refractory malignant neoplasm,MONDO_0036501
RAB36,grade II glioma,MONDO_0021639
RAB36,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB36,pituitary-dependent Cushing's disease,EFO_1001110
RAB36,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB36,lethal midline granuloma,EFO_1001013
RAB36,urethra cancer,MONDO_0004192
RAB36,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB36,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB2A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB2A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB2A,childhood acute myeloid leukemia,EFO_0000330
RAB2A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB2A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB2A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB2A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB2A,small intestine lymphoma,MONDO_0001852
RAB2A,adult hepatocellular carcinoma,MONDO_0016216
RAB2A,adult glioblastoma,MONDO_0020690
RAB2A,pituitary-dependent Cushing's disease,EFO_1001110
RAB2A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB2A,grade II glioma,MONDO_0021639
RAB2A,core binding factor acute myeloid leukemia,EFO_1002001
RAB2A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB2A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB2A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB2A,upper aerodigestive tract neoplasm,EFO_0004284
RAB2A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB2A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB2A,refractory hairy cell leukemia,MONDO_0004110
RAB2A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB2A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB2A,chronic renal failure syndrome,MONDO_0024327
RAB2A,adult oligodendroglioma,MONDO_0002543
RAB2A,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB2A,biliary tract neoplasm,EFO_0003891
RAB2A,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB2A,refractory malignant neoplasm,MONDO_0036501
RAB2A,lethal midline granuloma,EFO_1001013
RAB5C,adult B acute lymphoblastic leukemia,EFO_1001935
RAB5C,childhood acute myeloid leukemia,EFO_0000330
RAB5C,refractory hairy cell leukemia,MONDO_0004110
RAB5C,adult glioblastoma,MONDO_0020690
RAB5C,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB5C,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB5C,upper aerodigestive tract neoplasm,EFO_0004284
RAB5C,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB5C,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB5C,adult hepatocellular carcinoma,MONDO_0016216
RAB5C,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB5C,biliary tract neoplasm,EFO_0003891
RAB5C,core binding factor acute myeloid leukemia,EFO_1002001
RAB5C,adult acute lymphoblastic leukemia,MONDO_0003541
RAB5C,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB5C,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB5C,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB5C,acute myeloblastic leukemia with maturation,EFO_0003028
RAB5C,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB5C,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB5C,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB5C,adult T acute lymphoblastic leukemia,EFO_1001936
RAB5C,ureter urothelial carcinoma,EFO_1001973
RAB5C,urethra cancer,MONDO_0004192
RAB5C,refractory malignant neoplasm,MONDO_0036501
RAB5C,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB5C,grade II glioma,MONDO_0021639
RAB5C,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB5C,pituitary-dependent Cushing's disease,EFO_1001110
RAB5C,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB32,adult B acute lymphoblastic leukemia,EFO_1001935
RAB32,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB32,chronic renal failure syndrome,MONDO_0024327
RAB32,upper aerodigestive tract neoplasm,EFO_0004284
RAB32,grade II glioma,MONDO_0021639
RAB32,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB32,childhood acute myeloid leukemia,EFO_0000330
RAB32,core binding factor acute myeloid leukemia,EFO_1002001
RAB32,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB32,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB32,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB32,pituitary-dependent Cushing's disease,EFO_1001110
RAB32,small intestine lymphoma,MONDO_0001852
RAB32,adult acute lymphoblastic leukemia,MONDO_0003541
RAB32,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB32,mixed glioma,MONDO_0003268
RAB32,refractory hairy cell leukemia,MONDO_0004110
RAB32,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB32,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB32,acute myeloblastic leukemia with maturation,EFO_0003028
RAB32,adult T acute lymphoblastic leukemia,EFO_1001936
RAB32,adult glioblastoma,MONDO_0020690
RAB32,adult hepatocellular carcinoma,MONDO_0016216
RAB32,biliary tract neoplasm,EFO_0003891
RAB32,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB32,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB32,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB32,Penile Fibromatosis,EFO_1000466
RAB32,adult oligodendroglioma,MONDO_0002543
RAB32,acute erythroblastic leukemia,EFO_1001257
RAB22A,refractory hairy cell leukemia,MONDO_0004110
RAB22A,adult glioblastoma,MONDO_0020690
RAB22A,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB22A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB22A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB22A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB22A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB22A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB22A,upper aerodigestive tract neoplasm,EFO_0004284
RAB22A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB22A,urethra cancer,MONDO_0004192
RAB22A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB22A,core binding factor acute myeloid leukemia,EFO_1002001
RAB22A,chronic renal failure syndrome,MONDO_0024327
RAB22A,adult hepatocellular carcinoma,MONDO_0016216
RAB22A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB22A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB22A,refractory malignant neoplasm,MONDO_0036501
RAB22A,adult oligodendroglioma,MONDO_0002543
RAB22A,Endometrial Hyperplasia without Atypia,EFO_1000234
RAB22A,verrucous carcinoma of oral cavity,MONDO_0021538
RAB22A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB22A,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB22A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB22A,small intestine lymphoma,MONDO_0001852
RAB22A,pituitary-dependent Cushing's disease,EFO_1001110
RAB22A,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB22A,HIV-Associated Lipodystrophy Syndrome,EFO_1001348
RAB22A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB22A,grade II glioma,MONDO_0021639
RAB13,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB13,adult acute lymphoblastic leukemia,MONDO_0003541
RAB13,core binding factor acute myeloid leukemia,EFO_1002001
RAB13,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB13,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB13,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB13,acute myeloblastic leukemia with maturation,EFO_0003028
RAB13,upper aerodigestive tract neoplasm,EFO_0004284
RAB13,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB13,urethra cancer,MONDO_0004192
RAB13,adult B acute lymphoblastic leukemia,EFO_1001935
RAB13,adult hepatocellular carcinoma,MONDO_0016216
RAB13,refractory hairy cell leukemia,MONDO_0004110
RAB13,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB13,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB13,fallopian tube cancer,MONDO_0002158
RAB13,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB13,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB13,adult glioblastoma,MONDO_0020690
RAB13,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB13,biliary tract neoplasm,EFO_0003891
RAB13,childhood acute myeloid leukemia,EFO_0000330
RAB13,adult T acute lymphoblastic leukemia,EFO_1001936
RAB13,refractory malignant neoplasm,MONDO_0036501
RAB13,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB13,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB13,fallopian tube squamous cell carcinoma,MONDO_0003503
RAB13,ureter urothelial carcinoma,EFO_1001973
RAB13,Fallopian Tube Carcinosarcoma,EFO_1000252
RAB13,small intestine lymphoma,MONDO_0001852
RAB39B,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB39B,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB39B,adult acute lymphoblastic leukemia,MONDO_0003541
RAB39B,childhood acute myeloid leukemia,EFO_0000330
RAB39B,adult hepatocellular carcinoma,MONDO_0016216
RAB39B,acute myeloblastic leukemia with maturation,EFO_0003028
RAB39B,fallopian tube clear cell adenocarcinoma,MONDO_0003383
