gene_a,gene_b,shared_top50,excess_vs_null,null_percentile
RAB5C,RAB40B,9,-5.8,19.1
RAB11A,RAB9B,9,-5.8,19.1
RAB20,RASEF,9,-5.8,19.1
RAB11A,RAB5C,9,-5.8,19.1
RAB11A,RAB19,9,-5.8,19.1
RAB7A,RAB6B,9,-5.8,19.1
RASEF,RAB7B,9,-5.8,19.1
RAB2B,RASEF,8,-6.8,16.4
RAB33A,RAB11B,8,-6.8,16.4
RAB40B,RAB39B,8,-6.8,16.4
RAB3A,RAB37,8,-6.8,16.4
RAB39B,RAB11B,8,-6.8,16.4
RAB34,RAB6B,8,-6.8,16.4
RAB11A,RAB33A,8,-6.8,16.4
RAB10,RAB3A,8,-6.8,16.4
RAB5C,RASEF,8,-6.8,16.4
RAB6B,RASEF,8,-6.8,16.4
RAB41,RAB33B,8,-6.8,16.4
RAB11A,RAB39B,8,-6.8,16.4
RAB7A,RAB41,8,-6.8,16.4
RAB11A,RAB8B,8,-6.8,16.4
RAB3A,RAB20,8,-6.8,16.4
RAB36,RAB40B,8,-6.8,16.4
RAB8B,RAB11B,8,-6.8,16.4
RAB6B,RAB40A,8,-6.8,16.4
RAB36,RAB22A,8,-6.8,16.4
RASEF,RAB31,8,-6.8,16.4
RAB22A,RAB41,8,-6.8,16.4
RAB3A,RAB30,8,-6.8,16.4
RAB9B,RASEF,7,-7.8,14.0
RAB40B,RAB6B,7,-7.8,14.0
RAB21,RAB3A,7,-7.8,14.0
RAB3A,RAB13,7,-7.8,14.0
RAB6B,RAB11B,7,-7.8,14.0
RAB18,RASEF,7,-7.8,14.0
RAB11A,RAB6B,7,-7.8,14.0
RAB15,RASEF,7,-7.8,14.0
RAB34,RAB41,7,-7.8,14.0
CRACR2A,RAB41,7,-7.8,14.0
RAB3A,RAB35,7,-7.8,14.0
RAB3A,RAB14,7,-7.8,14.0
RAB3A,RAB5B,6,-8.8,11.9
RAB3A,RAB7B,6,-8.8,11.9
RAB3A,RAB1B,6,-8.8,11.9
RAB3A,RAB6A,6,-8.8,11.9
RAB3A,RAB44,6,-8.8,11.9
RAB36,RAB11B,6,-8.8,11.9
RAB40B,RAB41,6,-8.8,11.9
RAB19,RASEF,6,-8.8,11.9
RAB3A,RAB31,6,-8.8,11.9
RASEF,RAB8B,6,-8.8,11.9
RAB33A,RASEF,6,-8.8,11.9
RAB11A,RAB41,6,-8.8,11.9
RAB41,RAB11B,6,-8.8,11.9
RAB39B,RASEF,6,-8.8,11.9
RAB3A,RAB9A,6,-8.8,11.9
RAB36,RAB11A,6,-8.8,11.9
RAB3A,RAB15,5,-9.8,10.0
RAB18,RAB3A,5,-9.8,10.0
RAB3A,RAB9B,5,-9.8,10.0
RAB3A,RAB39B,4,-10.8,8.3
RAB3A,RAB8B,4,-10.8,8.3
RAB3A,RAB19,4,-10.8,8.3
RAB3A,RAB6B,4,-10.8,8.3
RAB3A,RAB2B,4,-10.8,8.3
RAB3A,RAB33A,4,-10.8,8.3
RAB3A,RAB5C,4,-10.8,8.3
RAB36,RAB3A,3,-11.8,6.6
RAB3A,RAB41,3,-11.8,6.6
RAB41,RASEF,3,-11.8,6.6
RAB36,RASEF,3,-11.8,6.6
