gene_acronym,gene_name,gene_entrez_id,age_in_days,age,donor_sex,structure_name,expression_energy
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,prosomere 1,0.1845
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,prosomere 1,6.21095
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,prosomere 1,0.141589
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 1,0.485723
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,prosomere 1,10.7441
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,prosomere 1,0.586889
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,prosomere 1,0.0255108
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,prosomere 1,0.739321
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,prosomere 1,1.65186
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,prosomere 1,15.9297
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,prosomere 1,0.0740258
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,prosomere 1,15.2582
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,prosomere 1,3.79577
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,prosomere 1,0.22955
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,prosomere 1,12.5582
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,prosomere 1,1.43649
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,prosomere 1,0.0978091
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,prosomere 1,0.476474
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,prosomere 1,0.0279585
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,prosomere 1,0.0577722
Shh,sonic hedgehog,20423,4.0,P4,M,prosomere 1,0.114301
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,prosomere 1,12.232
Cartpt,CART prepropeptide,27220,4.0,P4,M,prosomere 1,0.308967
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,midbrain,1.3266
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,midbrain,0.162399
Cartpt,CART prepropeptide,27220,4.0,P4,M,midbrain,0.312607
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,midbrain,9.26047
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,midbrain,6.83588
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,midbrain,11.3478
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,midbrain,0.148335
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,midbrain,7.00286
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,midbrain,0.250418
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,midbrain,0.0965758
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,midbrain,1.7315
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,midbrain,0.0260804
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,midbrain,17.0649
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,midbrain,0.278219
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,midbrain,2.56976
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,midbrain,0.893795
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,midbrain,0.232423
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,midbrain,0.590031
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,midbrain,0.391411
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,midbrain,0.9512
Tcf4,transcription factor 4,21413,4.0,P4,M,midbrain,4.92206
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,midbrain,0.484173
Ttr,transthyretin,22139,4.0,P4,M,midbrain,0.109406
Shh,sonic hedgehog,20423,4.0,P4,M,midbrain,0.288299
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,midbrain,0.159037
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,midbrain,0.143271
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,midbrain,2.02609
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,midbrain,0.652773
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,midbrain,1.88918
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,midbrain,13.3291
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,midbrain,0.0843804
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,midbrain,19.9552
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,prepontine hindbrain,0.0509323
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,prepontine hindbrain,2.80649
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,prepontine hindbrain,0.0573821
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,prepontine hindbrain,14.3838
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,prepontine hindbrain,3.39192
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,prepontine hindbrain,0.0812242
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,prepontine hindbrain,0.48069
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,prepontine hindbrain,0.101443
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,prepontine hindbrain,1.06545
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,prepontine hindbrain,6.564
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,prepontine hindbrain,7.30407
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,prepontine hindbrain,0.0592479
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,prepontine hindbrain,0.35645
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prepontine hindbrain,1.59479
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,prepontine hindbrain,0.125826
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,prepontine hindbrain,1.62123
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,prepontine hindbrain,7.39635
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,prepontine hindbrain,0.1968
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,prepontine hindbrain,1.16146
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,prepontine hindbrain,0.130382
Tcf4,transcription factor 4,21413,4.0,P4,M,prepontine hindbrain,9.42762
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,prepontine hindbrain,0.276773
Shh,sonic hedgehog,20423,4.0,P4,M,prepontine hindbrain,0.214484
Cartpt,CART prepropeptide,27220,4.0,P4,M,prepontine hindbrain,0.134522
Ttr,transthyretin,22139,4.0,P4,M,prepontine hindbrain,1.92008
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,prepontine hindbrain,1.84438
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prepontine hindbrain,1.40578
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,prepontine hindbrain,0.0388758
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,prepontine hindbrain,9.9209
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,prepontine hindbrain,0.135551
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,prepontine hindbrain,0.0973665
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,prepontine hindbrain,0.821428
Cartpt,CART prepropeptide,27220,4.0,P4,M,pontine hindbrain,0.147271
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,pontine hindbrain,0.0774108
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,pontine hindbrain,7.10916
Tcf4,transcription factor 4,21413,4.0,P4,M,pontine hindbrain,8.59439
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,pontine hindbrain,0.122681
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,pontine hindbrain,0.178543
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,pontine hindbrain,9.55906
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,pontine hindbrain,0.673609
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,pontine hindbrain,0.296314
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,pontine hindbrain,1.07897
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,pontine hindbrain,0.889476
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,pontine hindbrain,0.0859684
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,pontine hindbrain,1.65415
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,pontine hindbrain,0.0540857
Shh,sonic hedgehog,20423,4.0,P4,M,pontine hindbrain,0.283829
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,pontine hindbrain,0.291419
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,pontine hindbrain,0.0516976
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,pontine hindbrain,4.61953
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,pontine hindbrain,12.4689
Ttr,transthyretin,22139,4.0,P4,M,pontine hindbrain,0.91589
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,pontine hindbrain,0.0599139
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,pontine hindbrain,0.457046
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,pontine hindbrain,2.46164
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,pontine hindbrain,1.89778
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,pontine hindbrain,0.081429
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,pontine hindbrain,0.083819
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,pontine hindbrain,2.91468
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,pontine hindbrain,0.838762
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,pontine hindbrain,11.6213
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,pontine hindbrain,0.779848
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,pontine hindbrain,0.0615563
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,pontine hindbrain,7.89846
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,pontomedullary hindbrain,0.500713
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,pontomedullary hindbrain,3.3685
Tcf4,transcription factor 4,21413,4.0,P4,M,pontomedullary hindbrain,6.43956
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,pontomedullary hindbrain,1.04489
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,pontomedullary hindbrain,0.11444
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,pontomedullary hindbrain,0.258338
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,pontomedullary hindbrain,0.0248912
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,pontomedullary hindbrain,11.7479
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,pontomedullary hindbrain,13.9366
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,pontomedullary hindbrain,0.92415
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,pontomedullary hindbrain,0.0867493
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,pontomedullary hindbrain,0.280896
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,pontomedullary hindbrain,10.0439
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,pontomedullary hindbrain,1.94614
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,pontomedullary hindbrain,0.0535991
Shh,sonic hedgehog,20423,4.0,P4,M,pontomedullary hindbrain,0.168777
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,pontomedullary hindbrain,0.036077
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,pontomedullary hindbrain,0.119176
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,pontomedullary hindbrain,7.44346
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,pontomedullary hindbrain,0.538094
Cartpt,CART prepropeptide,27220,4.0,P4,M,pontomedullary hindbrain,0.181308
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,pontomedullary hindbrain,0.0419533
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,pontomedullary hindbrain,0.0827702
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,pontomedullary hindbrain,1.74309
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,pontomedullary hindbrain,6.96719
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,pontomedullary hindbrain,0.0774403
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,pontomedullary hindbrain,3.65115
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,pontomedullary hindbrain,2.79315
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,pontomedullary hindbrain,0.0718552
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,pontomedullary hindbrain,2.30729
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,pontomedullary hindbrain,1.24754
Ttr,transthyretin,22139,4.0,P4,M,pontomedullary hindbrain,0.580449
Ttr,transthyretin,22139,4.0,P4,M,medullary hindbrain (medulla),4.08873
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,medullary hindbrain (medulla),9.37649
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,medullary hindbrain (medulla),0.114678
Shh,sonic hedgehog,20423,4.0,P4,M,medullary hindbrain (medulla),0.195092
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,medullary hindbrain (medulla),0.267586
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,medullary hindbrain (medulla),1.73279
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,medullary hindbrain (medulla),0.036633
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,medullary hindbrain (medulla),0.749809
Cartpt,CART prepropeptide,27220,4.0,P4,M,medullary hindbrain (medulla),0.417093
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,medullary hindbrain (medulla),4.77615
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,medullary hindbrain (medulla),3.04746
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,medullary hindbrain (medulla),0.574213
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,medullary hindbrain (medulla),0.0481536
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,medullary hindbrain (medulla),0.194008
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,medullary hindbrain (medulla),0.0617194
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,medullary hindbrain (medulla),1.14211
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,medullary hindbrain (medulla),1.04018
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,medullary hindbrain (medulla),0.0830506
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,medullary hindbrain (medulla),15.8297
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,medullary hindbrain (medulla),0.0543892
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,medullary hindbrain (medulla),3.116
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,medullary hindbrain (medulla),13.5331
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,medullary hindbrain (medulla),0.090435
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,medullary hindbrain (medulla),12.0014
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,medullary hindbrain (medulla),1.314
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,medullary hindbrain (medulla),0.0867218
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,medullary hindbrain (medulla),0.783497
Tcf4,transcription factor 4,21413,4.0,P4,M,medullary hindbrain (medulla),5.80055
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,medullary hindbrain (medulla),0.126089
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,medullary hindbrain (medulla),0.117529
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,medullary hindbrain (medulla),2.31087
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,medullary hindbrain (medulla),6.38819
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,rostral secondary prosencephalon,2.47083
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,rostral secondary prosencephalon,2.78075
Ttr,transthyretin,22139,7.0,P7,M,rostral secondary prosencephalon,0.177966
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,rostral secondary prosencephalon,0.861793
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,telencephalic vesicle,1.20705
Ttr,transthyretin,22139,7.0,P7,M,telencephalic vesicle,1.0421
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,telencephalic vesicle,0.165026
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,telencephalic vesicle,7.66919
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,peduncular (caudal) hypothalamus,2.26576
Ttr,transthyretin,22139,7.0,P7,M,peduncular (caudal) hypothalamus,0.224999
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,peduncular (caudal) hypothalamus,0.301163
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,peduncular (caudal) hypothalamus,2.11804
Ttr,transthyretin,22139,7.0,P7,M,prosomere 3,0.675534
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,prosomere 3,0.131434
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,prosomere 3,1.60777
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,prosomere 3,5.40855
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,prosomere 2,0.107403
Ttr,transthyretin,22139,7.0,P7,M,prosomere 2,2.17485
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,prosomere 2,1.24121
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,prosomere 2,17.6707
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,prosomere 1,3.02832
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,prosomere 1,20.1041
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,prosomere 1,0.12912
Ttr,transthyretin,22139,7.0,P7,M,prosomere 1,0.790639
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,7.0,P7,M,midbrain,3.70009
Ttr,transthyretin,22139,7.0,P7,M,midbrain,0.172801
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,7.0,P7,M,midbrain,0.258097
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7.0,P7,M,midbrain,13.868
Ttr,transthyretin,22139,7.0,P7,M,prepontine hindbrain,1.00447
