diseaseId,diseaseName,orphan,known_clinical_targets,comparison_row_count,available_ot_score_count,available_ottree_count
MONDO_0013440,,,0.0,8,8,8
MONDO_0013443,,,0.0,2,2,2
MONDO_0013444,,,0.0,26,26,26
MONDO_0013446,,,0.0,13,13,13
MONDO_0013449,,,0.0,5,5,5
MONDO_0013452,,,0.0,16,16,16
MONDO_0013453,,,0.0,21,21,21
MONDO_0013454,,,0.0,2,2,2
MONDO_0013456,,,0.0,3,3,3
MONDO_0013458,,,0.0,21,21,21
MONDO_0013459,,,0.0,15,15,15
MONDO_0013461,,,0.0,30,30,30
MONDO_0013463,,,0.0,36,36,36
MONDO_0013464,,,0.0,26,26,26
MONDO_0013466,,,0.0,5,5,5
MONDO_0013467,immunodeficiency due to ficolin3 deficiency,True,0.0,47,47,47
MONDO_0013468,,,0.0,3,3,3
MONDO_0013472,,,0.0,4,4,4
MONDO_0013474,,,0.0,55,55,55
MONDO_0013477,,,0.0,25,25,25
MONDO_0013478,,,0.0,59,59,59
MONDO_0013479,,,0.0,21,21,21
MONDO_0013481,chromosome 13q14 deletion syndrome,True,0.0,3,3,3
MONDO_0013483,,,0.0,12,12,12
MONDO_0013485,,,0.0,26,26,26
MONDO_0013486,,,0.0,66,66,66
MONDO_0013487,recurrent Neisseria infections due to factor D deficiency,True,0.0,41,41,41
MONDO_0013489,,,0.0,8,8,8
MONDO_0013490,,,0.0,3,3,3
MONDO_0013497,,,0.0,40,40,40
MONDO_0013498,,,0.0,58,58,58
MONDO_0013499,,,0.0,1,1,1
MONDO_0013500,,,0.0,91,91,91
MONDO_0013501,frontotemporal dementia and/or amyotrophic lateral sclerosis 6,True,0.0,11,11,11
MONDO_0013504,,,0.0,40,40,40
MONDO_0013509,,,0.0,8,8,8
MONDO_0013511,,,0.0,51,51,51
MONDO_0013512,,,0.0,118,118,118
MONDO_0013513,,,0.0,49,49,49
MONDO_0013517,,,0.0,51,51,51
MONDO_0013518,,,0.0,32,32,32
MONDO_0013521,"dyskeratosis congenita, autosomal dominant 2",True,0.0,5,5,5
MONDO_0013522,"dyskeratosis congenita, autosomal dominant 3",True,0.0,3,3,3
MONDO_0013523,Nestor-Guillermo progeria syndrome,True,0.0,9,9,9
MONDO_0013526,,,0.0,27,27,27
MONDO_0013527,,,0.0,6,6,6
MONDO_0013530,,,0.0,53,53,53
MONDO_0013531,,,0.0,2,2,2
MONDO_0013532,protein Z deficiency,True,0.0,1,1,1
MONDO_0013533,,,0.0,31,31,31
MONDO_0013534,,,0.0,2,2,2
MONDO_0013536,,,0.0,31,31,31
MONDO_0013540,,,0.0,8,8,8
MONDO_0013541,,,0.0,7,7,7
MONDO_0013542,,,0.0,9,9,9
MONDO_0013545,,,0.0,14,14,14
MONDO_0013546,,,0.0,1,1,1
MONDO_0013547,,,0.0,4,4,4
MONDO_0013548,,,0.0,1,1,1
MONDO_0013549,,,0.0,9,9,9
MONDO_0013550,,,0.0,18,18,18
MONDO_0013555,,,0.0,7,7,7
MONDO_0013559,,,0.0,27,27,27
MONDO_0013560,,,0.0,1,1,1
MONDO_0013561,,,0.0,20,20,20
MONDO_0013564,,,0.0,19,19,19
MONDO_0013567,atrial septal defect 3,True,0.0,3,3,3
MONDO_0013570,,,0.0,11,11,11
MONDO_0013572,Keppen-Lubinsky syndrome,True,0.0,4,4,4
MONDO_0013573,,,0.0,1,1,1
MONDO_0013574,cutis laxa - Marfanoid syndrome,True,0.0,9,9,9
MONDO_0013575,,,0.0,7,7,7
MONDO_0013576,,,0.0,94,94,94
MONDO_0013577,,,0.0,76,76,76
MONDO_0013580,,,0.0,6,6,6
MONDO_0013582,mosaic variegated aneuploidy syndrome 2,True,0.0,1,1,1
MONDO_0013583,,,0.0,19,19,19
MONDO_0013584,,,0.0,5,5,5
MONDO_0013585,hydrolethalus syndrome 2,True,0.0,5,5,5
MONDO_0013587,glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,True,0.0,6,6,6
MONDO_0013588,,,0.0,30,30,30
MONDO_0013591,,,0.0,11,11,11
MONDO_0013594,,,0.0,21,21,21
MONDO_0013595,hyperbiliverdinemia,True,0.0,6,6,6
MONDO_0013598,,,0.0,4,4,4
MONDO_0013599,autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome,True,0.0,26,26,26
MONDO_0013601,,,0.0,31,31,31
MONDO_0013602,,,0.0,2,2,2
MONDO_0013606,,,0.0,21,21,21
MONDO_0013607,monocytopenia with susceptibility to infections,True,0.0,111,111,111
MONDO_0013611,,,0.0,12,12,12
MONDO_0013612,,,0.0,1,1,1
MONDO_0013613,,,0.0,5,5,5
MONDO_0013614,,,0.0,3,3,3
MONDO_0013615,craniosynostosis and dental anomalies,True,0.0,11,11,11
MONDO_0013616,,,0.0,12,12,12
MONDO_0013618,,,0.0,2,2,2
MONDO_0013620,congenital myasthenic syndrome 16,True,0.0,1,1,1
MONDO_0013621,,,0.0,25,25,25
MONDO_0013622,,,0.0,21,21,21
MONDO_0013623,,,0.0,49,49,49
MONDO_0013626,"psoriasis 14, pustular",False,5.0,75,75,75
MONDO_0013630,,,0.0,1,1,1
MONDO_0013640,,,0.0,20,20,20
MONDO_0013643,,,0.0,15,15,15
MONDO_0013645,,,0.0,9,9,9
MONDO_0013646,chromosome 8q21.11 deletion syndrome,True,0.0,1,1,1
MONDO_0013648,,,0.0,16,16,16
MONDO_0013656,,,0.0,4,4,4
MONDO_0013657,,,0.0,5,5,5
MONDO_0013660,,,0.0,3,3,3
MONDO_0013661,,,0.0,2,2,2
MONDO_0013674,,,0.0,24,24,24
MONDO_0013677,,,0.0,12,12,12
MONDO_0013678,,,0.0,18,18,18
MONDO_0013679,,,0.0,1,1,1
MONDO_0013680,,,0.0,3,3,3
MONDO_0013687,,,0.0,18,18,18
MONDO_0013688,,,0.0,28,28,28
MONDO_0013690,,,0.0,1,1,1
MONDO_0013691,,,0.0,7,7,7
MONDO_0013692,,,0.0,47,47,47
MONDO_0013695,,,0.0,4,4,4
MONDO_0013700,,,0.0,24,24,24
MONDO_0013711,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,True,0.0,9,9,9
MONDO_0013714,mannose-binding lectin deficiency,True,0.0,52,52,52
MONDO_0013717,,,0.0,3,3,3
MONDO_0013721,complement component 4a deficiency,True,0.0,9,9,9
MONDO_0013722,,,0.0,2,2,2
MONDO_0013726,,,0.0,1,1,1
MONDO_0013730,graft versus host disease,False,97.0,568,568,568
MONDO_0013731,,,0.0,5,5,5
MONDO_0013735,,,0.0,1,1,1
MONDO_0013737,,,0.0,10,10,10
MONDO_0013739,chilblain lupus 2,True,0.0,6,6,6
MONDO_0013740,,,0.0,6,6,6
MONDO_0013741,,,0.0,29,29,29
MONDO_0013743,,,0.0,60,60,60
MONDO_0013746,ventricular septal defect 1,True,0.0,21,21,21
MONDO_0013747,,,0.0,1,1,1
MONDO_0013748,,,0.0,6,6,6
MONDO_0013749,ventricular septal defect 3,True,0.0,20,20,20
MONDO_0013750,,,0.0,6,6,6
MONDO_0013751,,,0.0,1,1,1
MONDO_0013752,hypoplastic left heart syndrome 2,True,0.0,16,16,16
MONDO_0013753,,,0.0,6,6,6
MONDO_0013758,,,0.0,12,12,12
MONDO_0013759,"melanoma, cutaneous malignant, susceptibility to, 8",True,0.0,1,1,1
MONDO_0013761,,,0.0,3,3,3
MONDO_0013766,familial cold autoinflammatory syndrome 3,True,0.0,2,2,2
MONDO_0013767,,,0.0,167,167,167
MONDO_0013768,,,0.0,41,41,41
MONDO_0013769,,,0.0,8,8,8
MONDO_0013770,atrial septal defect 9,True,0.0,4,4,4
MONDO_0013771,,,0.0,32,32,32
MONDO_0013772,,,0.0,2,2,2
MONDO_0013773,,,0.0,1,1,1
MONDO_0013774,,,0.0,3,3,3
MONDO_0013775,,,0.0,3,3,3
MONDO_0013776,,,0.0,19,19,19
MONDO_0013777,,,0.0,9,9,9
MONDO_0013778,,,0.0,10,10,10
MONDO_0013781,pseudohypoaldosteronism type 2D,True,0.0,9,9,9
MONDO_0013782,,,0.0,8,8,8
MONDO_0013783,,,0.0,9,9,9
MONDO_0013784,,,0.0,1,1,1
MONDO_0013788,,,0.0,3,3,3
MONDO_0013789,,,0.0,1,1,1
MONDO_0013791,,,0.0,4,4,4
MONDO_0013794,,,0.0,13,13,13
MONDO_0013795,,,0.0,10,10,10
MONDO_0013796,,,0.0,1,1,1
MONDO_0013797,,,0.0,2,2,2
MONDO_0013798,,,0.0,5,5,5
MONDO_0013801,,,0.0,34,34,34
MONDO_0013802,infantile cerebellar-retinal degeneration,True,0.0,3,3,3
MONDO_0013803,,,0.0,25,25,25
MONDO_0013805,,,0.0,1,1,1
MONDO_0013806,familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,True,0.0,3,3,3
MONDO_0013808,,,0.0,27,27,27
MONDO_0013811,,,0.0,7,7,7
MONDO_0013813,,,0.0,2,2,2
MONDO_0013815,,,0.0,59,59,59
MONDO_0013819,,,0.0,2,2,2
MONDO_0013821,,,0.0,1,1,1
MONDO_0013822,,,0.0,7,7,7
MONDO_0013824,,,0.0,1,1,1
MONDO_0013825,,,0.0,21,21,21
MONDO_0013826,,,0.0,4,4,4
MONDO_0013827,,,0.0,3,3,3
MONDO_0013828,,,0.0,1,1,1
MONDO_0013829,UV-sensitive syndrome 2,True,0.0,7,7,7
MONDO_0013830,,,0.0,2,2,2
MONDO_0013834,UV-sensitive syndrome 3,True,0.0,8,8,8
MONDO_0013835,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7",True,0.0,3,3,3
MONDO_0013836,,,0.0,30,30,30
MONDO_0013838,,,0.0,9,9,9
MONDO_0013843,,,0.0,8,8,8
MONDO_0013848,,,0.0,34,34,34
MONDO_0013851,,,0.0,2,2,2
MONDO_0013852,,,0.0,27,27,27
MONDO_0013859,,,0.0,16,16,16
MONDO_0013860,,,0.0,113,113,113
MONDO_0013862,,,0.0,124,124,124
MONDO_0013863,combined immunodeficiency due to LRBA deficiency,True,0.0,66,66,66
MONDO_0013865,,,0.0,1,1,1
MONDO_0013866,,,0.0,7,7,7
MONDO_0013868,,,0.0,6,6,6
MONDO_0013869,,,0.0,60,60,60
MONDO_0013870,,,0.0,8,8,8
MONDO_0013871,,,0.0,1,1,1
MONDO_0013873,,,0.0,24,24,24
MONDO_0013876,,,0.0,1,1,1
MONDO_0013881,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",True,0.0,4,4,4
MONDO_0013884,,,0.0,2,2,2
MONDO_0013885,Malan overgrowth syndrome,True,0.0,2,2,2
MONDO_0013890,,,0.0,10,10,10
MONDO_0013891,,,0.0,7,7,7
MONDO_0013892,C3 glomerulonephritis,False,1.0,42,42,42
MONDO_0013894,,,0.0,24,24,24
MONDO_0013896,,,0.0,1,1,1
MONDO_0013897,Loeys-Dietz syndrome 4,True,0.0,4,4,4
MONDO_0013898,,,0.0,53,53,53
MONDO_0013899,Weill-Marchesani syndrome 3,True,0.0,3,3,3
MONDO_0013900,,,0.0,7,7,7
MONDO_0013901,,,0.0,63,63,63
MONDO_0013902,aortic valve disease 2,True,0.0,23,23,23
MONDO_0013904,,,0.0,5,5,5
MONDO_0013905,,,0.0,10,10,10
MONDO_0013906,,,0.0,10,10,10
MONDO_0013907,,,0.0,10,10,10
MONDO_0013910,,,0.0,50,50,50
MONDO_0013911,,,0.0,5,5,5
MONDO_0013912,,,0.0,24,24,24
MONDO_0013913,,,0.0,36,36,36
MONDO_0013914,,,0.0,42,42,42
MONDO_0013917,,,0.0,7,7,7
MONDO_0013918,distal tetrasomy 15q,True,0.0,2,2,2
MONDO_0013922,,,0.0,5,5,5
MONDO_0013923,,,0.0,2,2,2
MONDO_0013926,,,0.0,32,32,32
MONDO_0013927,,,0.0,1,1,1
MONDO_0013928,,,0.0,25,25,25
MONDO_0013929,,,0.0,5,5,5
MONDO_0013931,,,0.0,21,21,21
MONDO_0013932,peroxisome biogenesis disorder 5A (Zellweger),True,0.0,1,1,1
MONDO_0013934,combined immunodeficiency due to STK4 deficiency,True,0.0,49,49,49
MONDO_0013936,peroxisome biogenesis disorder 6A (Zellweger),True,0.0,2,2,2
MONDO_0013937,,,0.0,2,2,2
MONDO_0013938,,,0.0,1,1,1
MONDO_0013941,,,0.0,4,4,4
MONDO_0013942,peroxisome biogenesis disorder 8A (Zellweger),True,0.0,3,3,3
MONDO_0013944,autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation,True,0.0,86,86,86
MONDO_0013947,,,0.0,5,5,5
MONDO_0013948,peroxisome biogenesis disorder 10A (Zellweger),True,0.0,1,1,1
MONDO_0013950,,,0.0,1,1,1
MONDO_0013953,,,0.0,42,42,42
MONDO_0013959,,,0.0,13,13,13
MONDO_0013960,,,0.0,63,63,63
MONDO_0013962,,,0.0,6,6,6
MONDO_0013965,,,0.0,3,3,3
MONDO_0013966,,,0.0,58,58,58
MONDO_0013968,,,0.0,2,2,2
MONDO_0013970,,,0.0,1,1,1
MONDO_0013972,,,0.0,22,22,22
MONDO_0013975,,,0.0,11,11,11
MONDO_0013977,,,0.0,3,3,3
MONDO_0013978,,,0.0,3,3,3
MONDO_0013981,"myoclonus, familial",True,0.0,7,7,7
MONDO_0013986,,,0.0,1,1,1
MONDO_0013987,,,0.0,4,4,4
MONDO_0013988,,,0.0,54,54,54
MONDO_0013989,,,0.0,8,8,8
MONDO_0013991,,,0.0,86,86,86
MONDO_0013992,,,0.0,78,78,78
MONDO_0013993,,,0.0,3,3,3
MONDO_0013996,focal facial dermal dysplasia type II,True,0.0,1,1,1
MONDO_0013999,"retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis, and migraine headache syndrome",True,0.0,18,18,18
MONDO_0014002,,,0.0,5,5,5
MONDO_0014005,immunoglobulin-mediated membranoproliferative glomerulonephritis,False,1.0,56,56,56
MONDO_0014006,,,0.0,5,5,5
MONDO_0014007,Aicardi-Goutieres syndrome 6,True,0.0,13,13,13
MONDO_0014008,,,0.0,1,1,1
MONDO_0014012,,,0.0,4,4,4
MONDO_0014014,,,0.0,20,20,20
MONDO_0014015,,,0.0,5,5,5
MONDO_0014020,,,0.0,5,5,5
MONDO_0014021,,,0.0,1,1,1
MONDO_0014022,,,0.0,27,27,27
MONDO_0014024,,,0.0,1,1,1
MONDO_0014025,,,0.0,21,21,21
MONDO_0014028,,,0.0,2,2,2
MONDO_0014031,,,0.0,4,4,4
MONDO_0014033,,,0.0,4,4,4
MONDO_0014035,,,0.0,1,1,1
MONDO_0014037,,,0.0,63,63,63
MONDO_0014038,,,0.0,13,13,13
MONDO_0014039,,,0.0,2,2,2
MONDO_0014043,,,0.0,6,6,6
MONDO_0014047,,,0.0,4,4,4
MONDO_0014048,,,0.0,3,3,3
MONDO_0014049,,,0.0,21,21,21
MONDO_0014054,lymphoproliferative syndrome 2,True,0.0,74,74,74
MONDO_0014056,"melanoma, cutaneous malignant, susceptibility to, 9",True,0.0,1,1,1
MONDO_0014058,facial dysmorphism-immunodeficiency-livedo-short stature syndrome,True,0.0,29,29,29
MONDO_0014059,,,0.0,6,6,6
MONDO_0014060,,,0.0,8,8,8
MONDO_0014061,Steel syndrome,True,0.0,12,12,12
MONDO_0014062,mitochondrial DNA deletion syndrome with progressive myopathy,True,0.0,5,5,5
MONDO_0014067,,,0.0,3,3,3
MONDO_0014069,syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome,True,0.0,8,8,8
MONDO_0014070,,,0.0,1,1,1
MONDO_0014071,,,0.0,3,3,3
MONDO_0014073,,,0.0,49,49,49
MONDO_0014074,,,0.0,4,4,4
MONDO_0014076,"dyskeratosis congenita, autosomal recessive 5",True,0.0,47,47,47
MONDO_0014077,,,0.0,6,6,6
MONDO_0014078,,,0.0,70,70,70
MONDO_0014080,osteosclerotic metaphyseal dysplasia,True,0.0,26,26,26
MONDO_0014081,,,0.0,206,206,206
MONDO_0014082,cryptosporidiosis-chronic cholangitis-liver disease syndrome,True,0.0,44,44,44
MONDO_0014083,,,0.0,168,168,168
MONDO_0014085,,,0.0,1,1,1
MONDO_0014087,,,0.0,14,14,14
MONDO_0014089,corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,True,0.0,6,6,6
MONDO_0014091,,,0.0,3,3,3
MONDO_0014094,,,0.0,58,58,58
MONDO_0014095,,,0.0,15,15,15
MONDO_0014096,,,0.0,1,1,1
MONDO_0014097,,,0.0,36,36,36
MONDO_0014098,,,0.0,65,65,65
MONDO_0014099,,,0.0,23,23,23
MONDO_0014100,,,0.0,41,41,41
MONDO_0014101,,,0.0,3,3,3
MONDO_0014103,,,0.0,5,5,5
MONDO_0014112,cardiofaciocutaneous syndrome 2,True,0.0,3,3,3
MONDO_0014113,cardiofaciocutaneous syndrome 3,True,0.0,1,1,1
MONDO_0014115,,,0.0,3,3,3
MONDO_0014117,,,0.0,2,2,2
MONDO_0014118,,,0.0,158,158,158
MONDO_0014119,,,0.0,1,1,1
MONDO_0014120,,,0.0,2,2,2
MONDO_0014121,autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures,True,0.0,5,5,5
MONDO_0014122,,,0.0,1,1,1
MONDO_0014123,,,0.0,17,17,17
MONDO_0014125,,,0.0,1,1,1
MONDO_0014126,,,0.0,29,29,29
MONDO_0014127,,,0.0,7,7,7
MONDO_0014128,TCF12-related craniosynostosis,True,0.0,13,13,13
MONDO_0014131,,,0.0,12,12,12
MONDO_0014134,"pulmonary hypertension, primary, 2",True,0.0,3,3,3
MONDO_0014135,"pulmonary hypertension, primary, 3",True,0.0,5,5,5
MONDO_0014136,,,0.0,27,27,27
MONDO_0014137,,,0.0,17,17,17
MONDO_0014138,,,0.0,7,7,7
MONDO_0014139,,,0.0,13,13,13
MONDO_0014140,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14",True,0.0,3,3,3
MONDO_0014141,,,0.0,2,2,2
MONDO_0014142,,,0.0,5,5,5
MONDO_0014147,,,0.0,22,22,22
MONDO_0014149,,,0.0,2,2,2
MONDO_0014154,,,0.0,3,3,3
MONDO_0014155,,,0.0,13,13,13
MONDO_0014157,mandibular hypoplasia-deafness-progeroid syndrome,True,0.0,13,13,13
MONDO_0014158,,,0.0,21,21,21
MONDO_0014159,,,0.0,9,9,9
MONDO_0014160,TCR-alpha-beta-positive T-cell deficiency,True,0.0,65,65,65
MONDO_0014162,,,0.0,9,9,9
MONDO_0014163,,,0.0,48,48,48
MONDO_0014164,,,0.0,1,1,1
MONDO_0014165,,,0.0,5,5,5
MONDO_0014166,paroxysmal nocturnal hemoglobinuria 2,True,0.0,5,5,5
MONDO_0014168,,,0.0,81,81,81
MONDO_0014169,,,0.0,1,1,1
MONDO_0014172,,,0.0,59,59,59
MONDO_0014174,,,0.0,6,6,6
MONDO_0014175,,,0.0,5,5,5
MONDO_0014176,,,0.0,1,1,1
MONDO_0014178,,,0.0,11,11,11
MONDO_0014179,,,0.0,22,22,22
MONDO_0014181,,,0.0,17,17,17
MONDO_0014185,chromosome 3q13.31 deletion syndrome,True,0.0,1,1,1
MONDO_0014186,,,0.0,9,9,9
MONDO_0014190,,,0.0,1,1,1
MONDO_0014195,,,0.0,4,4,4
MONDO_0014196,Hartsfield-Bixler-Demyer syndrome,True,0.0,6,6,6
MONDO_0014197,combined immunodeficiency due to MALT1 deficiency,True,0.0,54,54,54
MONDO_0014199,,,0.0,6,6,6
MONDO_0014200,,,0.0,39,39,39
MONDO_0014201,,,0.0,6,6,6
MONDO_0014205,,,0.0,3,3,3
MONDO_0014206,severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,True,0.0,6,6,6
MONDO_0014208,,,0.0,3,3,3
MONDO_0014209,,,0.0,12,12,12
MONDO_0014210,,,0.0,13,13,13
MONDO_0014212,,,0.0,1,1,1
MONDO_0014213,,,0.0,5,5,5
MONDO_0014218,severe dermatitis-multiple allergies-metabolic wasting syndrome,True,0.0,13,13,13
MONDO_0014224,,,0.0,4,4,4
MONDO_0014225,,,0.0,30,30,30
MONDO_0014226,,,0.0,114,114,114
MONDO_0014227,hypopigmentation-punctate palmoplantar keratoderma syndrome,True,0.0,4,4,4
MONDO_0014229,,,0.0,6,6,6
MONDO_0014234,,,0.0,5,5,5
MONDO_0014235,,,0.0,5,5,5
MONDO_0014238,,,0.0,1,1,1
MONDO_0014239,,,0.0,7,7,7
MONDO_0014242,,,0.0,2,2,2
MONDO_0014243,,,0.0,8,8,8
MONDO_0014244,,,0.0,2,2,2
MONDO_0014246,,,0.0,1,1,1
MONDO_0014247,,,0.0,5,5,5
MONDO_0014248,,,0.0,152,152,152
MONDO_0014249,,,0.0,8,8,8
MONDO_0014250,,,0.0,69,69,69
MONDO_0014252,,,0.0,23,23,23
MONDO_0014258,,,0.0,2,2,2
MONDO_0014260,"immunodeficiency, common variable, 10",True,0.0,33,33,33
MONDO_0014263,,,0.0,8,8,8
MONDO_0014265,,,0.0,11,11,11
MONDO_0014267,,,0.0,166,166,166
MONDO_0014268,,,0.0,58,58,58
MONDO_0014270,,,0.0,3,3,3
MONDO_0014271,,,0.0,3,3,3
MONDO_0014272,"palmoplantar keratoderma, Nagashima type",True,0.0,3,3,3
MONDO_0014273,,,0.0,4,4,4
MONDO_0014274,,,0.0,10,10,10
MONDO_0014276,,,0.0,118,118,118
MONDO_0014278,,,0.0,200,200,200
MONDO_0014280,immunodeficiency 19,True,0.0,97,97,97
MONDO_0014282,,,0.0,13,13,13
MONDO_0014284,,,0.0,1,1,1
MONDO_0014286,,,0.0,2,2,2
MONDO_0014289,,,0.0,5,5,5
MONDO_0014290,,,0.0,7,7,7
MONDO_0014292,,,0.0,9,9,9
MONDO_0014293,,,0.0,3,3,3
MONDO_0014295,,,0.0,7,7,7
MONDO_0014299,LZTR1-related schwannomatosis,True,0.0,2,2,2
MONDO_0014300,,,0.0,7,7,7
MONDO_0014302,,,0.0,7,7,7
MONDO_0014304,,,0.0,2,2,2
MONDO_0014305,,,0.0,1,1,1
MONDO_0014306,,,0.0,21,21,21
MONDO_0014309,,,0.0,36,36,36
MONDO_0014310,,,0.0,4,4,4
MONDO_0014311,,,0.0,7,7,7
MONDO_0014313,,,0.0,43,43,43
MONDO_0014314,,,0.0,3,3,3
MONDO_0014317,,,0.0,45,45,45
MONDO_0014319,,,0.0,3,3,3
MONDO_0014320,,,0.0,2,2,2
MONDO_0014321,,,0.0,45,45,45
MONDO_0014326,,,0.0,4,4,4
MONDO_0014327,,,0.0,1,1,1
MONDO_0014328,,,0.0,15,15,15
MONDO_0014331,,,0.0,21,21,21
MONDO_0014332,,,0.0,8,8,8
MONDO_0014334,,,0.0,81,81,81
MONDO_0014336,,,0.0,2,2,2
MONDO_0014337,,,0.0,1,1,1
MONDO_0014339,,,0.0,22,22,22
MONDO_0014341,,,0.0,9,9,9
MONDO_0014342,,,0.0,28,28,28
MONDO_0014343,,,0.0,15,15,15
MONDO_0014344,"congenital heart defects, multiple types, 4",True,0.0,36,36,36
MONDO_0014345,,,0.0,9,9,9
MONDO_0014347,,,0.0,2,2,2
MONDO_0014350,,,0.0,1,1,1
MONDO_0014351,,,0.0,2,2,2
MONDO_0014353,immunodeficiency 23,True,0.0,64,64,64
MONDO_0014355,,,0.0,3,3,3
MONDO_0014359,,,0.0,7,7,7
MONDO_0014361,,,0.0,3,3,3
MONDO_0014365,,,0.0,50,50,50
MONDO_0014366,,,0.0,55,55,55
MONDO_0014367,Aicardi-Goutieres syndrome 7,True,0.0,2,2,2
MONDO_0014369,,,0.0,10,10,10
MONDO_0014370,,,0.0,1,1,1
MONDO_0014374,,,0.0,18,18,18
MONDO_0014375,,,0.0,23,23,23
MONDO_0014379,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,False,7.0,13,13,13
MONDO_0014380,,,0.0,4,4,4
MONDO_0014381,,,0.0,4,4,4
MONDO_0014382,,,0.0,5,5,5
MONDO_0014383,,,0.0,2,2,2
MONDO_0014386,,,0.0,49,49,49
MONDO_0014387,,,0.0,8,8,8
MONDO_0014388,familial median cleft of the upper and lower lips,True,0.0,2,2,2
MONDO_0014389,polyglucosan body myopathy 1 with or without immunodeficiency,True,0.0,4,4,4
MONDO_0014391,,,0.0,179,179,179
MONDO_0014400,,,0.0,27,27,27
MONDO_0014401,tall stature-scoliosis-macrodactyly of the great toes syndrome,True,0.0,7,7,7
MONDO_0014402,,,0.0,27,27,27
MONDO_0014403,,,0.0,33,33,33
MONDO_0014404,,,0.0,2,2,2
MONDO_0014405,STING-associated vasculopathy with onset in infancy,True,0.0,53,53,53
MONDO_0014406,,,0.0,28,28,28
MONDO_0014407,,,0.0,1,1,1
MONDO_0014408,,,0.0,4,4,4
MONDO_0014410,,,0.0,29,29,29
MONDO_0014413,,,0.0,1,1,1
MONDO_0014418,,,0.0,3,3,3
MONDO_0014419,,,0.0,7,7,7
MONDO_0014420,,,0.0,37,37,37
MONDO_0014421,,,0.0,65,65,65
MONDO_0014422,,,0.0,2,2,2
MONDO_0014423,severe combined immunodeficiency due to DNA-PKcs deficiency,True,0.0,2,2,2
MONDO_0014428,,,0.0,2,2,2
MONDO_0014431,,,0.0,61,61,61
MONDO_0014432,,,0.0,1,1,1
MONDO_0014439,,,0.0,9,9,9
MONDO_0014441,,,0.0,11,11,11
MONDO_0014442,,,0.0,5,5,5
MONDO_0014443,,,0.0,1,1,1
MONDO_0014444,,,0.0,13,13,13
MONDO_0014449,,,0.0,14,14,14
MONDO_0014450,,,0.0,3,3,3
MONDO_0014451,,,0.0,48,48,48
MONDO_0014452,,,0.0,22,22,22
MONDO_0014453,,,0.0,152,152,152
MONDO_0014455,,,0.0,4,4,4
MONDO_0014456,autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,True,0.0,56,56,56
MONDO_0014460,nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,True,0.0,5,5,5
MONDO_0014464,,,0.0,1,1,1
MONDO_0014467,,,0.0,4,4,4
MONDO_0014470,,,0.0,2,2,2
MONDO_0014472,periodic fever-infantile enterocolitis-autoinflammatory syndrome,True,0.0,36,36,36
MONDO_0014474,,,0.0,9,9,9
MONDO_0014476,,,0.0,14,14,14
MONDO_0014481,,,0.0,4,4,4
MONDO_0014483,,,0.0,5,5,5
MONDO_0014485,,,0.0,3,3,3
MONDO_0014486,,,0.0,1,1,1
MONDO_0014487,,,0.0,22,22,22
MONDO_0014489,,,0.0,2,2,2
MONDO_0014490,,,0.0,9,9,9
MONDO_0014491,,,0.0,105,105,105
MONDO_0014492,wooly hair-palmoplantar keratoderma syndrome,True,0.0,5,5,5
MONDO_0014493,,,0.0,134,134,134
MONDO_0014497,,,0.0,37,37,37
MONDO_0014498,,,0.0,5,5,5
MONDO_0014503,,,0.0,11,11,11
MONDO_0014504,,,0.0,3,3,3
MONDO_0014505,,,0.0,16,16,16
MONDO_0014506,,,0.0,5,5,5
MONDO_0014507,,,0.0,7,7,7
MONDO_0014508,,,0.0,4,4,4
MONDO_0014509,,,0.0,4,4,4
MONDO_0014510,fatty acyl-CoA reductase 1 deficiency,True,0.0,1,1,1
MONDO_0014511,,,0.0,2,2,2
MONDO_0014512,,,0.0,2,2,2
MONDO_0014513,,,0.0,5,5,5
MONDO_0014515,,,0.0,6,6,6
MONDO_0014518,,,0.0,32,32,32
MONDO_0014523,,,0.0,5,5,5
MONDO_0014526,,,0.0,18,18,18
MONDO_0014527,,,0.0,3,3,3
MONDO_0014528,,,0.0,82,82,82
MONDO_0014530,,,0.0,6,6,6
MONDO_0014532,,,0.0,13,13,13
MONDO_0014536,,,0.0,41,41,41
MONDO_0014539,,,0.0,25,25,25
MONDO_0014541,,,0.0,15,15,15
